s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
2,1,350000,97,1,sì,3,cancello elettrico | fibra ottica | videocitofono | esposizione esterna | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,8,no,disponibile,208,1960,buone condizioni /vivibile,niguarda,1,centralizzato,f
2,1,215000,53,1,no,2,cancello elettrico | fibra ottica | esposizione esterna | terrazza | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / pvc,3,no,NA,108,1950,buone condizioni /vivibile,bande nere,1,centralizzato,d
2,1,510000,113,2,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,250,1960,eccellente / restaurato,pasteur,soppalco,centralizzato,g
2,1,1030000,109,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile dal 30/06/2024,375,1920,eccellente / restaurato,washington,3,indipendente,g
2,1,489000,100,2,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,7,no,NA,250,1960,eccellente / restaurato,ghisolfa - mac mahon,7,centralizzato,g
2,1,315000,96,1,sì,3,cancello elettrico | taverna | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| giardino condiviso |infissi esterni in doppio vetro / legno,3,2 in garage/box,disponibile,250,2006,eccellente / restaurato,ponte lambro,1,indipendente,e
2,1,1250000,130,1,sì,4,porta di sicurezza | guardaroba | terrazza | cantina | doppia esposizione,5,no,disponibile,400,1970,buone condizioni /vivibile,san vittore,1,centralizzato,f
2,1,478000,70,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,12,1 in garage/box,disponibile dal 01/10/2024,165,2011,eccellente / restaurato,cenisio,1,centralizzato,NA
2,1,239000,50,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,4,no,disponibile,150,1960,nuovo / in costruzione,viale ungheria - mecenate,3,centralizzato,e
2,1,370000,75,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc,8,no,disponibile,NA,1960,buone condizioni /vivibile,argonne - corsica,4,centralizzato,NA
2,1,490000,140,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,10,"1 in garage/box, 2 in parcheggio condiviso",disponibile,283,1978,buone condizioni /vivibile,inganni,7,centralizzato,e
2,1,379000,110,2,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,7,no,disponibile,330,1975,buone condizioni /vivibile,famagosta,2,centralizzato,NA
2,1,470000,95,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | esposizione interna |portinaio mezza giornata | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / legno,6,no,disponibile dal 31/12/2026,185,1960,buone condizioni /vivibile,buenos aires,3,centralizzato,c
2,1,576000,140,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |giardino privato | window frames in triple glass / legno | doppia esposizione,3,no,disponibile,290,2021,nuovo / in costruzione,bicocca,soppalco,centralizzato,a
2,1,465000,140,2,sì,4,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,6,no,disponibile,417,1967,da restaurare,gallaratese,4,centralizzato,g
2,1,795000,269,3+,no,5+,cancello elettrico | caminetto | taverna | videocitofono | sistema d'allarme | guardaroba | terrazza | impianto televisivo unico | cantina |giardino privato |infissi esterni in doppio vetro / metallo | doppia esposizione,2,"1 in garage/box, 1 in parcheggio condiviso",disponibile,nessun costo condominiale,1987,buone condizioni /vivibile,cantalupa - san paolo,piano terra,indipendente,f
2,1,1420000,130,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,4,1 in parcheggio condiviso,disponibile,585,1978,eccellente / restaurato,moscova,1,centralizzato,f
2,1,455000,110,1,sì,3,videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,7,1 in garage/box,disponibile,267,1960,buone condizioni /vivibile,dergano,1,centralizzato,c
2,1,490000,63,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,2,1 in garage/box,disponibile,208,2008,buone condizioni /vivibile,navigli - darsena,1,centralizzato,b
2,1,260000,76,1,sì,3,cancello elettrico | fibra ottica | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,230,1960,da restaurare,dergano,3,centralizzato,g
2,1,175000,45,1,no,2,cancello elettrico | attico | fibra ottica | porta di sicurezza | esposizione interna | giardino condiviso |infissi esterni in doppio vetro / pvc,2,no,disponibile,nessun costo condominiale,1960,eccellente / restaurato,bovisasca,2,indipendente,NA
2,1,560000,97,1,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | terrazza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,3,no,disponibile dal 30/06/2026,NA,2026,nuovo / in costruzione,famagosta,1,centralizzato,a
2,1,368000,80,1,sì,3,terrazza |portinaio tutto il giorno | giardino condiviso,8,no,NA,217,1960,buone condizioni /vivibile,quartiere feltre,8,centralizzato,f
2,1,207000,80,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,4,no,disponibile,125,1950,buone condizioni /vivibile,cascina merlata - musocco,4,indipendente,e
2,1,890000,130,2,sì,4,fibra ottica | videocitofono | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,5,no,disponibile,110,1930,da restaurare,porta venezia,soppalco,indipendente,g
2,1,319000,57,1,sì,2,porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio mezza giornata | giardino condiviso | infissi in vetro/ legno,7,no,NA,210,1963,eccellente / restaurato,bande nere,3,centralizzato,f
2,1,1395000,180,2,sì,4,porta di sicurezza | terrazza |portinaio tutto il giorno | cantina,7,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,morgagni,5,centralizzato,g
2,1,599500,103,1,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | terrazza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,3,1 in garage/box,disponibile,NA,2026,nuovo / in costruzione,famagosta,2,centralizzato,a
2,1,265000,72,NA,sì,2,videocitofono | porta di sicurezza | guardaroba | terrazza | impianto televisivo unico |arredato| cantina |infissi esterni in doppio vetro / pvc,5,no,disponibile,165,NA,buone condizioni /vivibile,cascina merlata - musocco,2,centralizzato,f
2,1,250000,95,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,14,no,disponibile,235,1969,buone condizioni /vivibile,gallaratese,2,centralizzato,g
2,1,190000,65,1,no,3,fibra ottica | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno | doppia esposizione,4,no,disponibile,170,1960,da restaurare,affori,soppalco,centralizzato,g
2,1,425000,79,2,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina |giardino privato |infissi esterni in doppio vetro / pvc,1 piano,no,disponibile,1700,NA,eccellente / restaurato,turro,piano terra,centralizzato,b
2,1,390000,70,1,sì,3,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,183,1970,buone condizioni /vivibile,san siro,3,centralizzato,f
2,1,239000,55,1,no,2,fibra ottica | porta di sicurezza |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,50,1930,eccellente / restaurato,parco trotter,piano terra,indipendente,f
2,1,600000,112,2,sì,4,fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,5,1 in garage/box,disponibile,nessun costo condominiale,2025,nuovo / in costruzione,precotto,5,indipendente,a
2,1,305000,54,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | window frames in triple glass / pvc,5,no,disponibile,50,2024,nuovo / in costruzione,precotto,2,indipendente,a
2,1,463000,120,2,sì,4,sistema d'allarme | terrazza | cantina | giardino condiviso,11,1 in garage/box,disponibile,208,2010,eccellente / restaurato,quartiere adriano,1,centralizzato,b
2,1,565000,80,1,sì,3,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,190,1960,eccellente / restaurato,washington,1,centralizzato,d
2,1,890000,120,2,no,4,fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ pvc | doppia esposizione,5,no,disponibile,400,1950,da restaurare,guastalla,3,centralizzato,g
2,1,549000,115,2,sì,4,cancello elettrico | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,8,1 in garage/box,disponibile,375,1970,buone condizioni /vivibile,lodi - brenta,8,centralizzato,f
2,1,380000,118,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno,4,1 in garage/box,disponibile,330,1960,da restaurare,corvetto,3,centralizzato,d
2,1,1390000,111,3,sì,4,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba |portinaio tutto il giorno | impianto televisivo unico | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,5,no,disponibile,300,1900,eccellente / restaurato,vincenzo monti,2,centralizzato,g
2,1,825000,105,2,sì,3,idromassaggio| fibra ottica | sistema d'allarme | porta di sicurezza |portinaio mezza giornata | sistema televisivo centralizzato | only cucinaarredato|infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile,NA,1900,eccellente / restaurato,porta romana - medaglie d'oro,4,indipendente,g
2,1,446000,80,1,sì,3,porta di sicurezza | terrazza |portinaio tutto il giorno | cantina,6,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,piazza napoli,3,centralizzato,g
2,1,105000,59,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna |portinaio mezza giornata | sistema televisivo centralizzato |arredato| giardino condiviso | infissi in vetro/ legno,8,no,disponibile,150,1960,eccellente / restaurato,famagosta,8,centralizzato,g
2,1,1780000,190,2,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,2,no,disponibile,400,1900,eccellente / restaurato,isola,2,centralizzato,f
2,1,298000,73,1,sì,2,videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno |arredato| cantina |infissi esterni in doppio vetro / legno,7,1 in parcheggio condiviso,NA,166,NA,eccellente / restaurato,certosa,3,centralizzato,f
2,1,198000,40,1,NA,2,"arredato | private and giardino condiviso | window frames in triple glass / pvcesposizione nord, sud",3,no,disponibile,160,1960,eccellente / restaurato,turro,piano terra,centralizzato,NA
2,1,680000,95,2,sì,4,idromassaggio| cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato| giardino condiviso | infissi in vetro/ pvc | doppia esposizione,4,no,disponibile,250,1950,buone condizioni /vivibile,moscova,piano terra,centralizzato,g
2,1,620000,136,2,sì,4,fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ legno,3,no,NA,233,1960,eccellente / restaurato,bande nere,1,indipendente,f
2,1,330000,54,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina | giardino condiviso | doppia esposizione,7,no,disponibile,125,1930,eccellente / restaurato,zara,7,centralizzato,c
2,1,285000,60,1,sì,2,caminetto | fibra ottica | porta di sicurezza | esposizione interna | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |infissi esterni in doppio vetro / legno,5,no,disponibile dal 31/03/2024,100,1900,NA,navigli - darsena,piano terra,indipendente,g
2,1,740000,120,2,sì,4,esposizione esterna | terrazza | cantina | infissi in vetro/ legno,7,no,disponibile,167,NA,da restaurare,sempione,7,indipendente,g
2,1,239000,80,1,sì,3,fibra ottica | guardaroba | impianto televisivo unico |arredato| cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile dal 31/12/2027,200,1980,da restaurare,ca' granda,soppalco,centralizzato,g
2,1,663000,148,2,sì,4,cancello elettrico | porta di sicurezza | terrazza | terrazza | piscina | sistema televisivo centralizzato | giardino condiviso | window frames in triple glass / metallo | doppia esposizione,5,no,disponibile,1,2023,NA,gorla,5,centralizzato,a
2,1,449000,95,2,no,3,fibra ottica | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / metallo | doppia esposizione,1 piano,2 in garage/box,disponibile,nessun costo condominiale,2001,nuovo / in costruzione,navigli - darsena,piano terra,indipendente,e
2,1,545000,85,1,NA,2,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | doppia esposizione,6,no,disponibile,230,1940,da restaurare,monte rosa - lotto,1,centralizzato,g
2,1,590000,90,1,sì,3,porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,7,no,disponibile,246,1964,da restaurare,paolo sarpi,2,centralizzato,e
2,1,455000,56,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | window frames in triple glass / pvc,9,no,disponibile,165,1960,eccellente / restaurato,bocconi,5,centralizzato,d
2,1,545000,115,2,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|giardino privato |infissi esterni in doppio vetro / pvc,6,no,disponibile,300,2013,eccellente / restaurato,san siro,piano terra,indipendente,b
2,1,410000,110,1,sì,3,porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,7,1 in parcheggio condiviso,NA,250,1970,da restaurare,martini - insubria,1,centralizzato,g
2,1,220000,50,1,sì,1,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | guardaroba | terrazza | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / pvc,6,no,NA,120,NA,eccellente / restaurato,lambrate,6,centralizzato,e
2,1,550000,100,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba | terrazza | terrazza | impianto tv con parabola satellitare | only cucinaarredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,3,1 in garage/box,disponibile,300,2013,eccellente / restaurato,rovereto,3,indipendente,b
2,1,335000,59,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,3,1 in garage/box,disponibile,NA,2026,nuovo / in costruzione,famagosta,1,centralizzato,a
2,1,455000,85,2,no,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / legno | doppia esposizione,4,no,disponibile,100,1930,eccellente / restaurato,centrale,1,indipendente,e
2,1,195000,40,1,sì,2,porta di sicurezza | esposizione interna |portinaio mezza giornata | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc,5,no,disponibile,150,1960,eccellente / restaurato,piazzale siena,seminterrato,centralizzato,f
2,1,289000,50,1,no,2,fibra ottica | porta di sicurezza | esposizione esterna | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / metallo,2,no,disponibile,125,1950,nuovo / in costruzione,navigli - darsena,soppalco,indipendente,c
2,1,290000,61,1,no,2,cancello elettrico | esposizione interna | giardino condiviso,3,no,disponibile,125,1960,eccellente / restaurato,argonne - corsica,seminterrato,indipendente,NA
2,1,362000,80,1,sì,3,fibra ottica | videocitofono | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno | doppia esposizione,4,no,disponibile,300,1960,buone condizioni /vivibile,certosa,4,centralizzato,g
2,1,540000,77,2,sì,2,fibra ottica | porta di sicurezza | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,5,no,disponibile,180,1920,buone condizioni /vivibile,amendola - buonarroti,3,indipendente,f
2,1,650000,176,2,sì,5,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno,5,1 in garage/box,disponibile,420,1967,buone condizioni /vivibile,qt8,soppalco,centralizzato,g
2,1,615000,105,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno,6,no,disponibile,250,1930,eccellente / restaurato,citt√† studi,2,centralizzato,g
2,1,994000,110,2,sì,3,porta di sicurezza | terrazza | cantina,5,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,solari,5,centralizzato,g
2,1,199000,60,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ legno,8,no,disponibile,130,1960,buone condizioni /vivibile,crescenzago,piano terra,centralizzato,g
2,1,490000,86,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,3,no,NA,445,1970,eccellente / restaurato,maggiolina,2,centralizzato,c
2,1,340000,60,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / pvc,3,1 in garage/box,disponibile,350,1970,eccellente / restaurato,maggiolina,2,centralizzato,d
2,1,205000,85,1,NA,3,sistema d'allarme | infissi in vetro/ pvc | doppia esposizione,1 piano,no,disponibile,NA,1910,eccellente / restaurato,de angeli,seminterrato,indipendente,e
2,1,299000,47,1,sì,1,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,3,2 in garage/box,NA,241,2010,eccellente / restaurato,famagosta,1,indipendente,b
2,1,360000,90,1,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno,8,1 in parcheggio condiviso,disponibile,250,NA,eccellente / restaurato,gallaratese,3,centralizzato,f
2,1,350000,70,1,no,2,fibra ottica | guardaroba |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / legno | doppia esposizione,3,no,NA,90,1800,buone condizioni /vivibile,ascanio sforza,2,indipendente,e
2,1,910000,120,2,sì,3,cancello elettrico | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,5,no,disponibile,300,1950,buone condizioni /vivibile,arco della pace,2,centralizzato,g
2,1,649000,105,2,sì,4,fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,330,1970,eccellente / restaurato,corso genova,2,centralizzato,e
2,1,310000,75,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ metallo,5,1 in garage/box,disponibile,250,1960,da restaurare,turro,5,centralizzato,g
2,1,1090000,135,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | impianto televisivo unico | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,8,1 in garage/box,NA,320,1964,eccellente / restaurato,indipendenza,3,centralizzato,f
2,1,199000,20,1,no,1,esposizione esterna | infissi in vetro/ legno,6,no,disponibile,100,1940,eccellente / restaurato,ticinese,6,centralizzato,NA
2,1,430000,60,1,sì,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna |portinaio mezza giornata | sistema televisivo centralizzato | cantina | infissi in vetro/ legno,5,no,NA,100,NA,da restaurare,porta venezia,5,indipendente,g
2,1,240000,92,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | esposizione esterna | guardaroba | terrazza | impianto tv con parabola satellitare | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,5,1 in parcheggio condiviso,NA,125,1965,eccellente / restaurato,gallaratese,soppalco,centralizzato,c
2,1,205000,92,1,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile,200,1957,NA,bruzzano,3,centralizzato,f
2,1,625000,145,2,no,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo | doppia esposizione,1 piano,1 in parcheggio condiviso,disponibile,117,1960,eccellente / restaurato,ripamonti,1,indipendente,f
2,1,1900000,184,3,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,NA,2025,nuovo / in costruzione,arena,3,indipendente,a
2,1,219000,80,1,sì,2,porta di sicurezza | terrazza | terrazza |portinaio tutto il giorno | impianto televisivo unico | doppia esposizione,5,no,disponibile,NA,1970,da restaurare,bisceglie,4,centralizzato,g
2,1,265000,110,2,sì,4,cancello elettrico | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico |arredato| cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,8,1 in garage/box,disponibile,NA,1980,buone condizioni /vivibile,vialba,3,centralizzato,d
2,1,495000,94,2,sì,3,esposizione esterna | terrazza |infissi esterni in doppio vetro / pvc,7,no,disponibile,NA,2024,nuovo / in costruzione,villa san giovanni,3,centralizzato,a
2,1,435000,70,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno,7,1 in garage/box,disponibile,250,1960,buone condizioni /vivibile,citt√† studi,3,centralizzato,d
2,1,409000,87,1,no,3,cancello elettrico | attico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno | doppia esposizione,2,1 in garage/box,disponibile,nessun costo condominiale,2024,nuovo / in costruzione,trenno,2,indipendente,a
2,1,580000,105,1,sì,3,fibra ottica | videocitofono | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,8,no,disponibile,235,1960,eccellente / restaurato,citt√† studi,3,centralizzato,e
2,1,160000,75,1,no,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | guardaroba | impianto tv con parabola satellitare |arredato|infissi esterni in doppio vetro / legno,4,no,disponibile dal 30/04/2024,50,1960,eccellente / restaurato,martini - insubria,4,indipendente,e
2,1,235000,60,1,sì,2,porta di sicurezza | esposizione esterna | terrazza | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,7,no,disponibile,150,1950,eccellente / restaurato,bovisa,2,centralizzato,f
2,1,335000,70,1,sì,3,porta di sicurezza | terrazza |portinaio tutto il giorno | giardino condiviso | doppia esposizione,6,no,disponibile,133,NA,eccellente / restaurato,cantalupa - san paolo,6,centralizzato,f
2,1,450000,102,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | terrazza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,5,1 in garage/box,disponibile,150,2000,buone condizioni /vivibile,dergano,2,indipendente,f
